name,solution size,time,graph_size
basePRM,0,5.369017601013184,397
basePRM,22,10.908188581466675,399
basePRM,19,16.252051830291748,401
lazyPRM,4,1.2133493423461914,604
lazyPRM,4,3.9388844966888428,331
lazyPRM,3,4.781757831573486,83
visibilityPRM,10,16.341936111450195,26
visibilityPRM,3,44.08366274833679,32
visibilityPRM,5,56.99549889564514,24
visibilityPRM_custom,3,2.353318214416504,17
visibilityPRM_custom,1,4.129379987716675,11
visibilityPRM_custom,2,5.985306262969971,12
