name,solution size,time,graph_size
basePRM,12,1.0286798477172852,401
basePRM,10,2.0031771659851074,401
basePRM,11,3.0514612197875977,401
lazyPRM,1,0.006812095642089844,46
lazyPRM,2,0.02286505699157715,39
lazyPRM,1,0.02626323699951172,46
visibilityPRM,7,0.9044396877288818,8
visibilityPRM,3,1.6118130683898926,8
visibilityPRM,1,2.879171133041382,8
visibilityPRM_custom,1,0.09153318405151367,8
visibilityPRM_custom,1,0.13810205459594727,4
visibilityPRM_custom,0,0.1391611099243164,1
