name,solution size,time,graph_size
basePRM,0,1.0902783870697021,400
basePRM,11,2.193662405014038,401
basePRM,10,3.2506749629974365,399
lazyPRM,4,0.04697275161743164,110
lazyPRM,1,0.05343985557556152,47
lazyPRM,1,0.05802154541015625,48
visibilityPRM,3,0.6908791065216064,4
visibilityPRM,3,1.5315155982971191,6
visibilityPRM,2,2.5029633045196533,6
visibilityPRM_custom,3,0.4056539535522461,4
visibilityPRM_custom,1,0.46626996994018555,2
visibilityPRM_custom,1,0.4987819194793701,2
