name,solution size,time,graph_size
basePRM,0,4.972956418991089,397
basePRM,0,10.075965881347656,394
basePRM,0,15.144885301589966,398
lazyPRM,5,2.4450488090515137,697
lazyPRM,0,9.887598037719727,889
lazyPRM,6,17.61189556121826,499
visibilityPRM,9,29.74539804458618,40
visibilityPRM,10,56.587475061416626,38
visibilityPRM,6,84.6743688583374,42
visibilityPRM_custom,10,12.490841150283813,52
visibilityPRM_custom,4,20.22472906112671,41
visibilityPRM_custom,4,26.907593488693237,52
